datetime,实际功率(MW),预测功率_无NWP(MW),预测功率_原始NWP(MW),预测功率_降尺度NWP(MW)
2018-08-25 15:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 15:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 15:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 16:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 16:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 16:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 16:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 17:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 17:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 17:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 17:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 18:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 18:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 18:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 18:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 19:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 19:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 19:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 19:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 20:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 20:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 20:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 20:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 21:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 21:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 21:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-25 21:45:00,0.0,0.13174129,0.2593515,0.2080555
2018-08-25 22:00:00,0.195357,0.31047487,0.3428042,0.29285073
2018-08-25 22:15:00,0.443993,0.46206474,0.63443184,0.56745005
2018-08-25 22:30:00,0.976785,0.90803194,0.9229579,0.8625257
2018-08-25 22:45:00,1.154383,1.4115288,1.5108693,1.5145898
2018-08-25 23:00:00,1.33198,2.1550503,2.398979,2.4108849
2018-08-25 23:15:00,1.33198,3.022226,3.3228254,3.4651685
2018-08-25 23:30:00,2.131168,4.0540504,4.2516737,4.2871494
2018-08-25 23:45:00,2.752759,4.6813564,4.862953,5.079573
2018-08-26 00:00:00,3.392109,4.9318047,6.529097,6.658068
2018-08-26 00:15:00,3.267791,5.8189406,7.2435093,7.037465
2018-08-26 00:30:00,3.924901,7.4576273,8.1976385,7.7638903
2018-08-26 00:45:00,4.297855,7.551543,8.643852,8.276775
2018-08-26 01:00:00,5.665355,8.299632,9.386176,8.630625
2018-08-26 01:15:00,5.452238,8.879049,10.408571,10.41748
2018-08-26 01:30:00,9.377139,9.488254,11.238009,11.318279
2018-08-26 01:45:00,9.021944,9.837047,11.840044,11.781309
2018-08-26 02:00:00,9.128503,10.055385,12.242908,12.239096
2018-08-26 02:15:00,13.4974,10.428138,12.509061,12.314889
2018-08-26 02:30:00,12.1299,10.669605,13.005908,12.706957
2018-08-26 02:45:00,13.373079999999998,10.644899,13.267704,13.242725
2018-08-26 03:00:00,13.444120000000002,10.958831,13.35577,13.706236
2018-08-26 03:15:00,14.82938,11.25327,13.124045,12.704637
2018-08-26 03:30:00,15.32665,11.448197,12.181568,11.629934
2018-08-26 03:45:00,15.379929999999998,11.775555,12.498592,12.156611
2018-08-26 04:00:00,15.6996,11.875112,12.712696,12.174368
2018-08-26 04:15:00,15.664079999999998,11.739856,13.12044,13.047862
2018-08-26 04:30:00,15.664079999999998,11.058874,13.75347,13.5111
2018-08-26 04:45:00,15.202329999999998,11.377339,13.641006,13.819204
2018-08-26 05:00:00,14.91818,11.310939,13.634918,13.533268
2018-08-26 05:15:00,14.75834,11.202085,13.64609,13.510847
2018-08-26 05:30:00,12.57389,10.4800005,13.771042,14.055587
2018-08-26 05:45:00,14.38538,10.2994995,13.779173,13.895932
2018-08-26 06:00:00,13.834829999999998,9.926709,13.747889,13.276433
2018-08-26 06:15:00,13.53292,9.628167,13.076514,12.659796
2018-08-26 06:30:00,7.388049,9.217098,12.374585,12.299177
2018-08-26 06:45:00,11.97006,9.350054,11.443905,11.510483
2018-08-26 07:00:00,11.15311,9.127398,10.595674,10.479321
2018-08-26 07:15:00,10.56704,8.570351,9.291124,9.097424
2018-08-26 07:30:00,5.31016,8.114235,8.274677,7.9150133
2018-08-26 07:45:00,8.737788,7.9694138,7.3039446,7.260602
2018-08-26 08:00:00,7.707724000000001,7.136921,6.5789957,6.7226567
2018-08-26 08:15:00,6.855257000000001,5.4441175,5.649098,5.406566
2018-08-26 08:30:00,6.038309,5.3314095,5.39846,5.3369865
2018-08-26 08:45:00,5.008245,4.3190017,4.754093,4.7520313
2018-08-26 09:00:00,3.534187,3.4861891,3.5111535,3.5516157
2018-08-26 09:15:00,2.930356,1.9904705,2.448523,2.2778246
2018-08-26 09:30:00,1.98909,1.508152,1.7785237,1.7731792
2018-08-26 09:45:00,1.260941,1.1013038,1.2743948,1.3307307
2018-08-26 10:00:00,0.763668,0.9731362,1.1540444,1.169868
2018-08-26 10:15:00,0.355195,0.4329288,0.6597991,0.6197784
2018-08-26 10:30:00,0.124318,0.1987381,0.4029603,0.39515805
2018-08-26 10:45:00,0.0,0.094088554,0.23180437,0.22858334
2018-08-26 11:00:00,0.0,0.09299636,0.23180437,0.19335866
2018-08-26 11:15:00,0.0,0.09299636,0.23180437,0.19335866
2018-08-26 11:30:00,0.0,0.09299636,0.23180437,0.19335866
2018-08-26 11:45:00,0.0,0.09299636,0.23180437,0.19335866
2018-08-26 12:00:00,0.0,0.092417,0.23180437,0.19335866
2018-08-26 12:15:00,0.0,0.09219384,0.23180437,0.19335866
2018-08-26 12:30:00,0.0,0.09061313,0.23180437,0.19335866
2018-08-26 12:45:00,0.0,0.09061313,0.23180437,0.19335866
2018-08-26 13:00:00,0.0,0.09062147,0.23180437,0.19335866
2018-08-26 13:15:00,0.0,0.09062147,0.23180437,0.19335866
2018-08-26 13:30:00,0.0,0.09062147,0.23180437,0.19335866
2018-08-26 13:45:00,0.0,0.09062147,0.23180437,0.19335866
2018-08-26 14:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 14:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 14:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 14:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 15:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 15:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 15:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 15:45:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 16:00:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 16:15:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 16:30:00,0.0,0.09062147,0.2319107,0.19327116
2018-08-26 16:45:00,0.0,0.09062147,0.2319107,0.19327116
